"quoteID";"quote";"politician";"date";"party";"articleID";"topic";"fan";"articleText"
"1654";"At det ikke nødvendigvis er sådan at for at rykke på en af dimensionerne, så skal vi have alle 28 lande med";"Lars Løkke Rasmussen";"06/24/2018";"Venstre";"1960";"integration";"";"BruxellesEU kan godt arbejde eektivt på at dæmme op for strømmen af migranter, selv om EU misser sin egen deadline for en omfattende asylreform. Sådan lyder meldingen fra statsminister Lars Løkke Rasmussen (V) søndag i Bruxelles eer et minitopmøde om migrationspresset på EU.Der er en slags forståelse af, at det nok er værd at undersøge forskellige konstellationer af mulighederAt det ikke nødvendigvis er sådan at for at rykke på en af dimensionerne, så skal vi have alle 28 lande medDet hasteindkaldte minitopmøde, der søndag samlede 16 af de 28 EU-ledere, ligger blot fire dage før et ordinært topmøde, hvor migration igen topper dagsordenen.Tysklands forbundskansler, Angela Merkel, har allerede konstateret, at der ikke - som målet ellers var - bliver landet en stor reform af EU's asylsamarbejde i næste uge. Men mindre kan også gøre det på vejen mod flere resultater, mener statsministeren.- Jeg er mere interesseret i indhold end i form, siger han.Når statsministeren kigger bagud og ser på det, der har virket, ser han på lukningen af migrationsruten over det vestlige Balkan i marts 2016. Det var ikke udtryk for en EU28konsensusbeslutningDet var udtryk for, at der var nogen, der begyndte at gøre noget, og dermed også banede vejen for EUTyrkietaalenThe client may not sell, pass on, distribute, reproduce or copy content from Infomedia without special written permission from Infomedia. Downloaded material must be deleted aer use and may not be saved on information retrieval systems, i.e. mailbox, databases, networks or similar.The client may distribute (i.e. reproduce or copy, distribute via e-mail, publish in databases, networks or similar) received headlines and automatically produced introductions within the client’s own organisation. Distribution of all other kind of content from Infomedia may only take place with special written permission from Infomedia."
"1655";"Det var ikke udtryk for en EU28konsensusbeslutning";"Lars Løkke Rasmussen";"06/24/2018";"Venstre";"1960";"integration";"";"BruxellesEU kan godt arbejde eektivt på at dæmme op for strømmen af migranter, selv om EU misser sin egen deadline for en omfattende asylreform. Sådan lyder meldingen fra statsminister Lars Løkke Rasmussen (V) søndag i Bruxelles eer et minitopmøde om migrationspresset på EU.Der er en slags forståelse af, at det nok er værd at undersøge forskellige konstellationer af mulighederAt det ikke nødvendigvis er sådan at for at rykke på en af dimensionerne, så skal vi have alle 28 lande medDet hasteindkaldte minitopmøde, der søndag samlede 16 af de 28 EU-ledere, ligger blot fire dage før et ordinært topmøde, hvor migration igen topper dagsordenen.Tysklands forbundskansler, Angela Merkel, har allerede konstateret, at der ikke - som målet ellers var - bliver landet en stor reform af EU's asylsamarbejde i næste uge. Men mindre kan også gøre det på vejen mod flere resultater, mener statsministeren.- Jeg er mere interesseret i indhold end i form, siger han.Når statsministeren kigger bagud og ser på det, der har virket, ser han på lukningen af migrationsruten over det vestlige Balkan i marts 2016. Det var ikke udtryk for en EU28konsensusbeslutningDet var udtryk for, at der var nogen, der begyndte at gøre noget, og dermed også banede vejen for EUTyrkietaalenThe client may not sell, pass on, distribute, reproduce or copy content from Infomedia without special written permission from Infomedia. Downloaded material must be deleted aer use and may not be saved on information retrieval systems, i.e. mailbox, databases, networks or similar.The client may distribute (i.e. reproduce or copy, distribute via e-mail, publish in databases, networks or similar) received headlines and automatically produced introductions within the client’s own organisation. Distribution of all other kind of content from Infomedia may only take place with special written permission from Infomedia."
"1656";"Det var udtryk for, at der var nogen, der begyndte at gøre noget, og dermed også banede vejen for EUTyrkietaalen";"Lars Løkke Rasmussen";"06/24/2018";"Venstre";"1960";"integration";"";"BruxellesEU kan godt arbejde eektivt på at dæmme op for strømmen af migranter, selv om EU misser sin egen deadline for en omfattende asylreform. Sådan lyder meldingen fra statsminister Lars Løkke Rasmussen (V) søndag i Bruxelles eer et minitopmøde om migrationspresset på EU.Der er en slags forståelse af, at det nok er værd at undersøge forskellige konstellationer af mulighederAt det ikke nødvendigvis er sådan at for at rykke på en af dimensionerne, så skal vi have alle 28 lande medDet hasteindkaldte minitopmøde, der søndag samlede 16 af de 28 EU-ledere, ligger blot fire dage før et ordinært topmøde, hvor migration igen topper dagsordenen.Tysklands forbundskansler, Angela Merkel, har allerede konstateret, at der ikke - som målet ellers var - bliver landet en stor reform af EU's asylsamarbejde i næste uge. Men mindre kan også gøre det på vejen mod flere resultater, mener statsministeren.- Jeg er mere interesseret i indhold end i form, siger han.Når statsministeren kigger bagud og ser på det, der har virket, ser han på lukningen af migrationsruten over det vestlige Balkan i marts 2016. Det var ikke udtryk for en EU28konsensusbeslutningDet var udtryk for, at der var nogen, der begyndte at gøre noget, og dermed også banede vejen for EUTyrkietaalenThe client may not sell, pass on, distribute, reproduce or copy content from Infomedia without special written permission from Infomedia. Downloaded material must be deleted aer use and may not be saved on information retrieval systems, i.e. mailbox, databases, networks or similar.The client may distribute (i.e. reproduce or copy, distribute via e-mail, publish in databases, networks or similar) received headlines and automatically produced introductions within the client’s own organisation. Distribution of all other kind of content from Infomedia may only take place with special written permission from Infomedia."
"1657";"Der er et helt klart regelsæt for det her";"Lars Løkke Rasmussen";"06/24/2018";"Venstre";"1961";"integration";"";"BruxellesDanmark forventer, at Italien vil tage imod de 113 migranter, som det danske containerskib ""Alexander Mærsk"" har samlet op i Middelhavet.Sådan lød meldingen fra statsminister Lars Løkke Rasmussen (V) søndag.Der er et helt klart regelsæt for det herDet er sådan, at ""Alexander Mærsk"" på anmodning  på anmodning  fra den italienske kystvagt har taget folk om bord, fortalte han.Han bad integrationsminister Inger Støjberg (V) om at tage kontakt til sin italienske kollega, Matteo Salvini, for at finde en løsning.Salvini har ellers lukket italienske havne for modtagelse af migranter..The client may not sell, pass on, distribute, reproduce or copy content from Infomedia without special written permission from Infomedia. Downloaded material must be deleted aer use and may not be saved on information retrieval systems, i.e. mailbox, databases, networks or similar.The client may distribute (i.e. reproduce or copy, distribute via e-mail, publish in databases, networks or similar) received headlines and automatically produced introductions within the client’s own organisation. Distribution of all other kind of content from Infomedia may only take place with special written permission from Infomedia."
"1658";"Det er sådan, at ""Alexander Mærsk"" på anmodning  på anmodning  fra den italienske kystvagt har taget folk om bord, fortalte han.";"Lars Løkke Rasmussen";"06/24/2018";"Venstre";"1961";"integration";"";"BruxellesDanmark forventer, at Italien vil tage imod de 113 migranter, som det danske containerskib ""Alexander Mærsk"" har samlet op i Middelhavet.Sådan lød meldingen fra statsminister Lars Løkke Rasmussen (V) søndag.Der er et helt klart regelsæt for det herDet er sådan, at ""Alexander Mærsk"" på anmodning  på anmodning  fra den italienske kystvagt har taget folk om bord, fortalte han.Han bad integrationsminister Inger Støjberg (V) om at tage kontakt til sin italienske kollega, Matteo Salvini, for at finde en løsning.Salvini har ellers lukket italienske havne for modtagelse af migranter..The client may not sell, pass on, distribute, reproduce or copy content from Infomedia without special written permission from Infomedia. Downloaded material must be deleted aer use and may not be saved on information retrieval systems, i.e. mailbox, databases, networks or similar.The client may distribute (i.e. reproduce or copy, distribute via e-mail, publish in databases, networks or similar) received headlines and automatically produced introductions within the client’s own organisation. Distribution of all other kind of content from Infomedia may only take place with special written permission from Infomedia."
"1660";"Målet er ikke bare at føre en hård udlændingepolitik, men en klog udlændingepolitik";"Lars Løkke Rasmussen";"01/16/2018";"Venstre";"1965";"integration";"";"Målet er ikke bare at føre en hård udlændingepolitik, men en klog udlændingepolitikTorsdag indledes forhandlinger, så det ifølge regeringen skal være sværere at hente sin ægtefælle til Danmark, hvis man ikke er tilstrækkeligt integreret i det danske samfund.The client may not sell, pass on, distribute, reproduce or copy content from Infomedia without special written permission from Infomedia. Downloaded material must be deleted aer use and may not be saved on information retrieval systems, i.e. mailbox, databases, networks or similar.The client may distribute (i.e. reproduce or copy, distribute via e-mail, publish in databases, networks or similar) received headlines and automatically produced introductions within the client’s own organisation. Distribution of all other kind of content from Infomedia may only take place with special written permission from Infomedia."
"1661";"Det vil i sig selv have en stærk forebyggende eekt, hvis asylansøgere ved, at et ophold i Danmark ophører, så snart man får afslag på asyl";"Lars Løkke Rasmussen";"06/05/2018";"Venstre";"1967";"integration";"";"Et nyt europæisk asylsystem er på vej. Det fortæller statsminister Lars Løkke Rasmussen (V) i sin grundlovstale i Aarhus-forstaden Højbjerg.Her løer statsministeren sløret for de drøelser, som han har ført med en række andre europæiske lande den senere tid. - Vi taler helt konkret om projekter, der kan løbe et nyt europæisk asylsystem i gang.- Hvor omdrejningspunktet kunne være fælles modtage- eller udsendelsescentre i Europa.- Men for at sige det ærligt: I et land, som ikke er på migranternes eller menneskesmuglernes liste over foretrukne destinationer, siger han.Tidligere har det været diskuteret, om man kunne oprette modtagecentre i tredjelande, blandt andet i Afrika.Men nu arbejdes der altså på at oprette centre inden for Europa. Og man er langt i drøelserne, understreger statsministeren. - Baseret på mine drøelser med andre europæiske ledere og på den dialog, som er i gang på embedsmandsniveau, så er det min forventning, at vi i løbet af i år vil kunne tage de første skridt, hedder det i talen.Her konstaterer statsministeren også, at selv om antallet af nye asylansøgere i Danmark er det laveste i ni år, så duer det nuværende asylsystem ikke længere.Det skal det nye system rette op på. Det vil i sig selv have en stærk forebyggende eekt, hvis asylansøgere ved, at et ophold i Danmark ophører, så snart man får afslag på asylHan understreger dog, at der er mange praktiske, økonomiske og juridiske problemstillinger, som stadig ikke er løst.  Socialdemokratiet har i sit udlændingeudspil foreslået, at spontane asylansøgere skulle sendes til et modtagecenter i eksempelvis Nordafrika.I den forbindelse oplyste udlændinge- og integrationsminister Inger Støjberg (V), at Danmark sammen med 15 andre europæiske lande drøede et nyt europæisk modtagesystem.Disse lande omfattede blandt andet Norge, Sverige og Finland.Kernen i dette system skulle være, at alle, der søger asyl i de deltagende lande, skal opholde sig i et tredjeland uden for Europa, mens deres ansøgning behandles.Nu tyder det altså på, at der kan blive tale om modtagecentre placeret inden for Europas grænser. The client may not sell, pass on, distribute, reproduce or copy content from Infomedia without special written permission from Infomedia. Downloaded material must be deleted aer use and may not be saved on information retrieval systems, i.e. mailbox, databases, networks or similar.The client may distribute (i.e. reproduce or copy, distribute via e-mail, publish in databases, networks or similar) received headlines and automatically produced introductions within the client’s own organisation. Distribution of all other kind of content from Infomedia may only take place with special written permission from Infomedia."
"1666";"Jeg kan se, at det, der er sket de seneste år, har virket i forhold til, hvor vi var";"Lars Løkke Rasmussen";"06/24/2018";"Venstre";"1968";"integration";"";"BruxellesEU kan godt arbejde eektivt på at dæmme op for strømmen af migranter, selv om EU misser sin egen deadline for en omfattende asylreform. Sådan lyder meldingen fra statsminister Lars Løkke Rasmussen (V) søndag i Bruxelles eer et minitopmøde om migrationspresset på EU.Der er en slags forståelse af, at det nok er værd at undersøge forskellige konstellationer af mulighederAt det ikke nødvendigvis er sådan at for at rykke på en af dimensionerne, så skal vi have alle 28 lande medDet hasteindkaldte minitopmøde, der søndag samlede 16 af de 28 EU-ledere, ligger blot fire dage før et ordinært topmøde, hvor migration igen topper dagsordenen.Tysklands forbundskansler, Angela Merkel, har allerede konstateret, at der ikke - som målet ellers var - bliver landet en stor reform af EU's asylsamarbejde i næste uge. Men mindre kan også gøre det på vejen mod flere resultater, mener statsministeren.- Jeg er mere interesseret i indhold end i form, siger han.Når statsministeren kigger bagud og ser på det, der har virket, ser han på lukningen af migrationsruten over det vestlige Balkan i marts 2016. Det var ikke udtryk for en EU28konsensusbeslutningDet var udtryk for, at der var nogen, der begyndte at gøre noget, og dermed også banede vejen for EUTyrkietaalenSammen ned Østrig arbejder Danmark lige nu på en plan om et europæisk pilotprojekt i form af et udrejsecenter uden for EU.Det initiativ er også udtryk for, at der kan ske noget uden en fælles beslutning mellem alle 28 EU-lande, lyder det fra statsministeren. Han siger, at ""der er ingen fingerknipsløsninger"".EU må på samme tid holde fast i aalen med Tyrkiet, levere støtte til Afrika til gengæld for samarbejde om migration og investere meget mere i EU's eget grænsesamarbejde, mener han. Jeg kan se, at det, der er sket de seneste år, har virket i forhold til, hvor vi varDet er helt åbenlyst, at problemerne ikke er løst. Men man skal huske, hvorfra vi komLars Løkke Rasmussen siger, at ""tallene er gået voldsomt ned"", når det gælder migranter, der kommer til EU.- Og det er en af grundene til, at vi - sammen med danske opstramninger - har det laveste antal asylansøgninger i ni år, siger statsministeren.- Og vi skal videre. Og jeg synes, at der i rummet er mange kræer, der gerne vil have, at der skal ske noget mere, siger han eer minitopmødet. De sidste tre afsnit tilføjet med flere citater af Løkke. The client may not sell, pass on, distribute, reproduce or copy content from Infomedia without special written permission from Infomedia. Downloaded material must be deleted aer use and may not be saved on information retrieval systems, i.e. mailbox, databases, networks or similar.The client may distribute (i.e. reproduce or copy, distribute via e-mail, publish in databases, networks or similar) received headlines and automatically produced introductions within the client’s own organisation. Distribution of all other kind of content from Infomedia may only take place with special written permission from Infomedia."
"1667";"Det er helt åbenlyst, at problemerne ikke er løst. Men man skal huske, hvorfra vi kom";"Lars Løkke Rasmussen";"06/24/2018";"Venstre";"1968";"integration";"";"BruxellesEU kan godt arbejde eektivt på at dæmme op for strømmen af migranter, selv om EU misser sin egen deadline for en omfattende asylreform. Sådan lyder meldingen fra statsminister Lars Løkke Rasmussen (V) søndag i Bruxelles eer et minitopmøde om migrationspresset på EU.Der er en slags forståelse af, at det nok er værd at undersøge forskellige konstellationer af mulighederAt det ikke nødvendigvis er sådan at for at rykke på en af dimensionerne, så skal vi have alle 28 lande medDet hasteindkaldte minitopmøde, der søndag samlede 16 af de 28 EU-ledere, ligger blot fire dage før et ordinært topmøde, hvor migration igen topper dagsordenen.Tysklands forbundskansler, Angela Merkel, har allerede konstateret, at der ikke - som målet ellers var - bliver landet en stor reform af EU's asylsamarbejde i næste uge. Men mindre kan også gøre det på vejen mod flere resultater, mener statsministeren.- Jeg er mere interesseret i indhold end i form, siger han.Når statsministeren kigger bagud og ser på det, der har virket, ser han på lukningen af migrationsruten over det vestlige Balkan i marts 2016. Det var ikke udtryk for en EU28konsensusbeslutningDet var udtryk for, at der var nogen, der begyndte at gøre noget, og dermed også banede vejen for EUTyrkietaalenSammen ned Østrig arbejder Danmark lige nu på en plan om et europæisk pilotprojekt i form af et udrejsecenter uden for EU.Det initiativ er også udtryk for, at der kan ske noget uden en fælles beslutning mellem alle 28 EU-lande, lyder det fra statsministeren. Han siger, at ""der er ingen fingerknipsløsninger"".EU må på samme tid holde fast i aalen med Tyrkiet, levere støtte til Afrika til gengæld for samarbejde om migration og investere meget mere i EU's eget grænsesamarbejde, mener han. Jeg kan se, at det, der er sket de seneste år, har virket i forhold til, hvor vi varDet er helt åbenlyst, at problemerne ikke er løst. Men man skal huske, hvorfra vi komLars Løkke Rasmussen siger, at ""tallene er gået voldsomt ned"", når det gælder migranter, der kommer til EU.- Og det er en af grundene til, at vi - sammen med danske opstramninger - har det laveste antal asylansøgninger i ni år, siger statsministeren.- Og vi skal videre. Og jeg synes, at der i rummet er mange kræer, der gerne vil have, at der skal ske noget mere, siger han eer minitopmødet. De sidste tre afsnit tilføjet med flere citater af Løkke. The client may not sell, pass on, distribute, reproduce or copy content from Infomedia without special written permission from Infomedia. Downloaded material must be deleted aer use and may not be saved on information retrieval systems, i.e. mailbox, databases, networks or similar.The client may distribute (i.e. reproduce or copy, distribute via e-mail, publish in databases, networks or similar) received headlines and automatically produced introductions within the client’s own organisation. Distribution of all other kind of content from Infomedia may only take place with special written permission from Infomedia."
"1668";"Og det giver vækst og arbejdspladser i Danmark og resten af Norden";"Lars Løkke Rasmussen";"05/23/2018";"Venstre";"1970";"integration";"";"ÖrnsköldsvikBorgerne i de nordiske lande skal være blandt de første til at få adgang til hurtigt internet via 5G-netværk.Det er de nordiske statsministre blevet enige på et statsministermøde i Sverige. Her har statsminister Lars Løkke Rasmussen (V) og hans nordiske kolleger givet hinanden håndslag på, at de vil arbejde for at gøre Norden til den første integrerede 5G-region i verden.  - Vi lægger nu en femsporet digital motorvej ind i fremtiden. Det betyder ikke kun lynhurtigt internet til os alle, uanset om vi er på kontoret eller i sommerhuset. Det giver os også mulighed for at være foregangsland på fremtidens løsninger.  Og det giver vækst og arbejdspladser i Danmark og resten af NordenI dag har danskerne adgang til den fjerde generation af det mobile netværk, kaldet 4G, på deres mobiltelefon eller tablet. Den femte generation af det mobile netværk, 5G, kan dog ende med at blive 100 gange hurtigere end 4G.Det har i givet fald potentiale til at skabe en mindre revolution i den måde, borgere og virksomheder kan bruge det mobile netværk på.Derfor er det afgørende, at Danmark og resten af Norden er med i den første bølge af lande, som kommer på 5G-netværket, mener Lars Løkke Rasmussen. Norden er en af de mest innovative og digitaliserede regioner i verden. Det tætte nordiske samarbejde er en af nøglerne til, at vi i Norden konstant er et skridt foran resten af verden.Vi skal udbygge den førerpositionPrognoser tyder på, at 5G-netværket kan komme til Danmark omkring 2020.De nordiske statsministres aale onsdag skal sikre, at landene er klar til at implementere det nye netværk, når det kommer.  Det vil blandt andet kræve ""substantielle investeringer"", ny lovgivning og vilje i den oentlige sektor til at tage de nye muligheder i brug, fremgår det af aalen. I aalen forpligter statsministrene sig dog ikke sig til konkrete beløb til investeringer. Det ventes at skulle forhandles i de nationale parlamenter.The client may not sell, pass on, distribute, reproduce or copy content from Infomedia without special written permission from Infomedia. Downloaded material must be deleted aer use and may not be saved on information retrieval systems, i.e. mailbox, databases, networks or similar.The client may distribute (i.e. reproduce or copy, distribute via e-mail, publish in databases, networks or similar) received headlines and automatically produced introductions within the client’s own organisation. Distribution of all other kind of content from Infomedia may only take place with special written permission from Infomedia."
"1669";"Norden er en af de mest innovative og digitaliserede regioner i verden. Det tætte nordiske samarbejde er en af nøglerne til, at vi i Norden konstant er et skridt foran resten af verden.";"Lars Løkke Rasmussen";"05/23/2018";"Venstre";"1970";"integration";"";"ÖrnsköldsvikBorgerne i de nordiske lande skal være blandt de første til at få adgang til hurtigt internet via 5G-netværk.Det er de nordiske statsministre blevet enige på et statsministermøde i Sverige. Her har statsminister Lars Løkke Rasmussen (V) og hans nordiske kolleger givet hinanden håndslag på, at de vil arbejde for at gøre Norden til den første integrerede 5G-region i verden.  - Vi lægger nu en femsporet digital motorvej ind i fremtiden. Det betyder ikke kun lynhurtigt internet til os alle, uanset om vi er på kontoret eller i sommerhuset. Det giver os også mulighed for at være foregangsland på fremtidens løsninger.  Og det giver vækst og arbejdspladser i Danmark og resten af NordenI dag har danskerne adgang til den fjerde generation af det mobile netværk, kaldet 4G, på deres mobiltelefon eller tablet. Den femte generation af det mobile netværk, 5G, kan dog ende med at blive 100 gange hurtigere end 4G.Det har i givet fald potentiale til at skabe en mindre revolution i den måde, borgere og virksomheder kan bruge det mobile netværk på.Derfor er det afgørende, at Danmark og resten af Norden er med i den første bølge af lande, som kommer på 5G-netværket, mener Lars Løkke Rasmussen. Norden er en af de mest innovative og digitaliserede regioner i verden. Det tætte nordiske samarbejde er en af nøglerne til, at vi i Norden konstant er et skridt foran resten af verden.Vi skal udbygge den førerpositionPrognoser tyder på, at 5G-netværket kan komme til Danmark omkring 2020.De nordiske statsministres aale onsdag skal sikre, at landene er klar til at implementere det nye netværk, når det kommer.  Det vil blandt andet kræve ""substantielle investeringer"", ny lovgivning og vilje i den oentlige sektor til at tage de nye muligheder i brug, fremgår det af aalen. I aalen forpligter statsministrene sig dog ikke sig til konkrete beløb til investeringer. Det ventes at skulle forhandles i de nationale parlamenter.The client may not sell, pass on, distribute, reproduce or copy content from Infomedia without special written permission from Infomedia. Downloaded material must be deleted aer use and may not be saved on information retrieval systems, i.e. mailbox, databases, networks or similar.The client may distribute (i.e. reproduce or copy, distribute via e-mail, publish in databases, networks or similar) received headlines and automatically produced introductions within the client’s own organisation. Distribution of all other kind of content from Infomedia may only take place with special written permission from Infomedia."
"1678";"Vi har indgået en række brede aaler. 21 initiativer bundet sammen på tværs af otte ministerier.";"Lars Løkke Rasmussen";"05/30/2018";"Venstre";"1979";"integration";"";"Regeringen har udpeget tre særlige repræsentanten, som får et særligt ansvar for at sikre, at regeringens ambition, om at Danmark i 2030 skal være fri for ghettoer, bliver indfriet.Det fastslår statsminister Lars Løkke Rasmussen (V) i sit første indlæg ved Folketingets afslutningsdebat onsdag.Vi har indgået en række brede aaler. 21 initiativer bundet sammen på tværs af otte ministerier.Og i dag kan jeg oentliggøre navnene på de tre særlige repræsentanter, som skal sikre fremdri og på regeringens vegne følge op over for kommunerne og over for boligorganisationerneBlandt de tre repræsentanter er en fremtrædende socialdemokrat - Bent Hansen - der tidligere har været formand for Region Midtjylland og Danske Regioner.Regeringen har også fundet plads til en repræsentant fra ""egne rækker"" i form af Venstres forhenværende beskæigelsesminister Jørn Neergaard Larsen. Den tredje repræsentant bliver tidligere direktør i Dansk Industri og Børnefonden Bolette Christensen. Jeg er glad for, at alle tre har takket ja til at påtage sig opgaven. Ligesom jeg er glad for opbakningen til regeringens strategi her i Folketinget. Det vil jeg gerne kvittere forDet sidste aale i rækken om parallelsamfund faldt på plads mandag i denne uge.  Her indgik regeringen en aale med Socialdemokratiet og Dansk Folkeparti om, at børn fra udsatte boligområder, og som ikke er indskrevet i et dagtilbud som etårige, skal have et obligatorisk læringstilbud på 25 timer om ugen.Folk på kontanthjælp, uddannelseshjælp og integrationsydelse må ikke flytte til de hårdeste ghettoområder. The client may not sell, pass on, distribute, reproduce or copy content from Infomedia without special written permission from Infomedia. Downloaded material must be deleted aer use and may not be saved on information retrieval systems, i.e. mailbox, databases, networks or similar.The client may distribute (i.e. reproduce or copy, distribute via e-mail, publish in databases, networks or similar) received headlines and automatically produced introductions within the client’s own organisation. Distribution of all other kind of content from Infomedia may only take place with special written permission from Infomedia."
"1679";"Og i dag kan jeg oentliggøre navnene på de tre særlige repræsentanter, som skal sikre fremdri og på regeringens vegne følge op over for kommunerne og over for boligorganisationerne";"Lars Løkke Rasmussen";"05/30/2018";"Venstre";"1979";"integration";"";"Regeringen har udpeget tre særlige repræsentanten, som får et særligt ansvar for at sikre, at regeringens ambition, om at Danmark i 2030 skal være fri for ghettoer, bliver indfriet.Det fastslår statsminister Lars Løkke Rasmussen (V) i sit første indlæg ved Folketingets afslutningsdebat onsdag.Vi har indgået en række brede aaler. 21 initiativer bundet sammen på tværs af otte ministerier.Og i dag kan jeg oentliggøre navnene på de tre særlige repræsentanter, som skal sikre fremdri og på regeringens vegne følge op over for kommunerne og over for boligorganisationerneBlandt de tre repræsentanter er en fremtrædende socialdemokrat - Bent Hansen - der tidligere har været formand for Region Midtjylland og Danske Regioner.Regeringen har også fundet plads til en repræsentant fra ""egne rækker"" i form af Venstres forhenværende beskæigelsesminister Jørn Neergaard Larsen. Den tredje repræsentant bliver tidligere direktør i Dansk Industri og Børnefonden Bolette Christensen. Jeg er glad for, at alle tre har takket ja til at påtage sig opgaven. Ligesom jeg er glad for opbakningen til regeringens strategi her i Folketinget. Det vil jeg gerne kvittere forDet sidste aale i rækken om parallelsamfund faldt på plads mandag i denne uge.  Her indgik regeringen en aale med Socialdemokratiet og Dansk Folkeparti om, at børn fra udsatte boligområder, og som ikke er indskrevet i et dagtilbud som etårige, skal have et obligatorisk læringstilbud på 25 timer om ugen.Folk på kontanthjælp, uddannelseshjælp og integrationsydelse må ikke flytte til de hårdeste ghettoområder. The client may not sell, pass on, distribute, reproduce or copy content from Infomedia without special written permission from Infomedia. Downloaded material must be deleted aer use and may not be saved on information retrieval systems, i.e. mailbox, databases, networks or similar.The client may distribute (i.e. reproduce or copy, distribute via e-mail, publish in databases, networks or similar) received headlines and automatically produced introductions within the client’s own organisation. Distribution of all other kind of content from Infomedia may only take place with special written permission from Infomedia."
"1680";"Jeg er glad for, at alle tre har takket ja til at påtage sig opgaven. Ligesom jeg er glad for opbakningen til regeringens strategi her i Folketinget. Det vil jeg gerne kvittere for";"Lars Løkke Rasmussen";"05/30/2018";"Venstre";"1979";"integration";"";"Regeringen har udpeget tre særlige repræsentanten, som får et særligt ansvar for at sikre, at regeringens ambition, om at Danmark i 2030 skal være fri for ghettoer, bliver indfriet.Det fastslår statsminister Lars Løkke Rasmussen (V) i sit første indlæg ved Folketingets afslutningsdebat onsdag.Vi har indgået en række brede aaler. 21 initiativer bundet sammen på tværs af otte ministerier.Og i dag kan jeg oentliggøre navnene på de tre særlige repræsentanter, som skal sikre fremdri og på regeringens vegne følge op over for kommunerne og over for boligorganisationerneBlandt de tre repræsentanter er en fremtrædende socialdemokrat - Bent Hansen - der tidligere har været formand for Region Midtjylland og Danske Regioner.Regeringen har også fundet plads til en repræsentant fra ""egne rækker"" i form af Venstres forhenværende beskæigelsesminister Jørn Neergaard Larsen. Den tredje repræsentant bliver tidligere direktør i Dansk Industri og Børnefonden Bolette Christensen. Jeg er glad for, at alle tre har takket ja til at påtage sig opgaven. Ligesom jeg er glad for opbakningen til regeringens strategi her i Folketinget. Det vil jeg gerne kvittere forDet sidste aale i rækken om parallelsamfund faldt på plads mandag i denne uge.  Her indgik regeringen en aale med Socialdemokratiet og Dansk Folkeparti om, at børn fra udsatte boligområder, og som ikke er indskrevet i et dagtilbud som etårige, skal have et obligatorisk læringstilbud på 25 timer om ugen.Folk på kontanthjælp, uddannelseshjælp og integrationsydelse må ikke flytte til de hårdeste ghettoområder. The client may not sell, pass on, distribute, reproduce or copy content from Infomedia without special written permission from Infomedia. Downloaded material must be deleted aer use and may not be saved on information retrieval systems, i.e. mailbox, databases, networks or similar.The client may distribute (i.e. reproduce or copy, distribute via e-mail, publish in databases, networks or similar) received headlines and automatically produced introductions within the client’s own organisation. Distribution of all other kind of content from Infomedia may only take place with special written permission from Infomedia."
